Title,Year,Duration,IMDb Rating,Votes
420. Team of Two,2024,N/A,5.2,102
421. Rang De Basanti,2024,2h 54m,9.4,140
422. Razakar: The Silent Genocide of Hyderabad,2024,2h 46m,7.8,5K
423. The Circuit 4: Faith Fighter,2024,1h 30m,4.5,75
424. The Undeserving,2024,N/A,5.8,11
425. The Actor,2024,2h 8m,3.3,714
426. Texas Twister,2024,1h 28m,2.6,150
427. The Burden of Nine Lives,2024,1h 56m,4.8,93
428. Reloaded 2,2024,45m,8.1,960
429. Purushothamudu,2024,2h,4.9,2.2K
430. The Experts,2024,2h 1m,6.2,241
431. Bond of Justice: Kizuna Part I - Encounter,2024,1h 32m,6.1,15
432. Karma,2024,1h 51m,4.7,15
433. Anunnakiler,2024,1h 16m,2.5,388
434. Mercy Killing,2024,2h 11m,8.7,2.7K
435. The Escapee 3: The Final Escape,2024,1h 23m,2.7,57
436. Devaki Nandana Vasudeva,2024,2h 8m,9.4,2.5K
437. Warning 2,2024,2h 5m,7.2,851
438. Agents,2024,1h 22m,8.2,588
439. Bad Boyz,2024,2h 30m,4.7,599
440. First Nights at Freddy's,2024,1h 38m,9.1,9
441. Honeko Akabane's Bodyguards,2024,1h 57m,5.5,15
442. The Mystery of Humanoid Puppet,2024,1h 28m,6.7,59
443. My Redneck Neighbor: Chapter 2 - Let the Games Begin,2024,55m,N/A,N/A
444. Losing Lerato 2,2024,1h 36m,9.2,27
445. Mutant,2024,1h 30m,4.5,53
446. The Alexandrian,2024,1h 44m,3.8,230
447. Bangkok Dog,2024,1h 25m,6.6,70
448. Chasing Raine,2024,1h 41m,2.3,183
449. Kiyma: Orman Kanunlari,2024,1h 21m,4.2,21
450. Gangs of Godavari,2024,2h 45m,5.0,875
451. Dirty Money,2024,1h 40m,5.6,66
452. Bheema,2024,2h 28m,5.8,929
453. Inanimate Insanity II: The Movie,2024,1h 46m,8.9,207
454. Gold Raiders,2024,1h 28m,2.0,166
455. The Heist,2024,2h,7.1,2K
456. Shu Si Yi Bo,2024,1h 31m,6.7,28
457. Pusaka,2024,1h 30m,6.5,26
458. Killer Ex,2024,1h 34m,3.7,44
459. Holy Punch,2024,1h 38m,5.2,35
460. Bolero,2024,N/A,3.4,21
