Title,Year,Duration,IMDb Rating,Votes
501. Corridor,2024,1h 48m,6.0,8
502. Mother's Kingdom,2024,1h 37m,7.8,8
503. The Killer,N/A,N/A,N/A,N/A
504. Bhagirathi Missing,2024,N/A,N/A,N/A
505. Ramuvinte Manaivikal,2024,1h 56m,N/A,N/A
506. Demons V.s Ghosts,2024,N/A,N/A,N/A
507. Korsakoff,2024,1h 40m,N/A,N/A
508. Guess Who,2024,N/A,N/A,N/A
509. Case 19: Vichchhiya,2024,51m,N/A,N/A
510. Viral,2024,1h 2m,N/A,N/A
511. The Gray Girl,2024,1h 20m,N/A,N/A
512. Vikaasaparva,2024,2h 14m,9.2,511
513. Kalponik,2024,53m,9.1,12
514. The Boy Inside the Cocoon,2024,2h 6m,N/A,N/A
515. Rangeet,2024,N/A,N/A,N/A
516. Going South,2024,1h 22m,N/A,N/A
517. Cloud Chamber: The Folded World,2024,1h 43m,N/A,N/A
518. Mid West,2024,N/A,N/A,N/A
519. Frozen Run,2024,1h 31m,N/A,N/A
520. All Suspects,2024,1h 36m,3.6,17
521. Batchack Man - The Peacemakers,2024,1h 30m,N/A,N/A
522. Changle Zhen Gui Shi,2024,1h 28m,N/A,N/A
523. Lealtad o Morir,2024,1h 27m,8.8,6
